type,by,post_id,post_link,post_message,細分類,分類,大分,英文小標,picture,full_picture,link,link_domain,post_published,post_published_unix,post_published_sql,likes_count_fb,comments_count_fb,reactions_count_fb,shares_count_fb,engagement_fb,comments_retrieved,comments_base,comments_replies,comment_likes_count,rea_NONE,rea_LIKE,rea_LOVE,rea_WOW,rea_HAHA,rea_SAD,rea_ANGRY,rea_THANKFUL,post_publ,年,月,日,1正評,2負,3中立,2+3,是否有負評
video,post_page_157215971120682,157215971120682_824217694420503,https://www.facebook.com/157215971120682/posts/824217694420503,??世大運聖火傳遞- V路線首站台東 ??聖火前進台東，在鹿野高台以熱氣球自由飛傳聖火  2005 世大運跆拳道金牌吳燕妮與2013世大運舉重金牌 郭婞淳 KUO  Hsing-Chun 7 月 25 日登上象徵臺東的「蘭花球」熱氣球，引領聖火翱翔天際務???? ??下一站 7 月 26 日前進屏東  ?? 更多國內聖火傳遞 https://goo.gl/821nPy ? 快來High翻閉幕式買票去 https://goo.gl/AJpZAC  The Taipei 2017 Universiade torch relay continues its LOVE route across Taiwan. The torch was carried by hot air balloon in Taitung on the first leg of the V-shaped route.  ??More Torch Relay https://goo.gl/821nPy ? Closing Ceremony https://goo.gl/AJpZAC,開幕,開幕,I,I,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/20385192_824219404420332_1257159072390578176_n.jpg?oh=2f32d0a7ff3dde36abf6c7adee07dc9e&oe=59F91D0C,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/20385192_824219404420332_1257159072390578176_n.jpg?oh=37e44eec1c341ac5ce857a897467476f&oe=59EC2EB6,https://www.facebook.com/taipei2017/videos/824217694420503/,facebook.com,2017-07-25T09:17:00+0000,1500974220,2017/7/25 11:17,443,1,457,22,480,1,1,0,1,0,442,10,4,0,0,0,0,2017/7/25,2017,7,25,9,1,2,3,1
video,post_page_157215971120682,157215971120682_823640291144910,https://www.facebook.com/157215971120682/posts/823640291144910,我們都是中華隊神隊友 Team up 讓我們成為中華隊隊友的一員  ?? 快來安排觀賽日程：https://goo.gl/BeWhh7 ?? 購票進場熱血應援！http://tickets.2017.taipei  #teamtpe  #2017臺北世大運 #全主場  ? 本片由大專體總製作，特別感謝教育部體育署,其他,售票,K,K,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/20205280_10154938062133163_6453308964921671680_n.jpg?oh=fb92fea2b960ed993a3c40ceb9b9cb56&oe=5A37C0F5,https://scontent.xx.fbcdn.net/v/t15.0-10/20205280_10154938062133163_6453308964921671680_n.jpg?oh=ee4b0a2849a55faa06d509f96dd8c4cf&oe=5A39804E,https://www.facebook.com/CTUSFSSU/videos/10154938061263163/,facebook.com,2017-07-25T03:44:00+0000,1500954240,2017/7/25 05:44,407,4,414,0,418,4,2,2,0,0,407,5,0,2,0,0,0,2017/7/25,2017,7,25,12,0,0,0,0
video,post_page_157215971120682,157215971120682_823641041144835,https://www.facebook.com/157215971120682/posts/823641041144835,?重要公告? 原訂於今7月29日下午7點29分舉辦「iROO x世大運耀動時尚2017 Fashion Show」，因颱風來襲，活動取消，呼籲民眾不要前往。  為展現臺灣服飾設計能量，並讓臺灣時尚與世界接軌，相關服裝設計將於下午5時預先錄影，邀請民眾於今晚7點29分可於贊助商官方臉書(https://www.facebook.com/irootw)在家觀賞網路播出。,活動,活動,D,D,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/20172512_1536500169750295_7772656191640961024_n.jpg?oh=a1053afb3e5f1b1bf32e5f72dc826d36&oe=59FDA449,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/20172512_1536500169750295_7772656191640961024_n.jpg?oh=359f60fb04f27b1fa7442505c370b590&oe=5A33F16B,https://www.facebook.com/irootw/videos/1536495396417439/,facebook.com,2017-07-25T02:00:10+0000,1500948010,2017/7/25 04:00,206,10,207,0,217,9,9,0,11,0,206,1,0,0,0,0,0,2017/7/25,2017,7,25,52,2,3,5,1
photo,post_page_157215971120682,157215971120682_823473554494917,https://www.facebook.com/157215971120682/posts/823473554494917,??2017臺北世大運競賽門票抽獎活動 【留言送好禮】活動～第二週～開跑！  競賽門票抽獎活動繼續熱身！ 活動將持續至 8 月 27 日止，還有5週，  只要在每週指定po文完成下面活動說明3步驟，就有機會得獎！  每週一抽出前一星期參加活動的150位幸運朋友～快來留言參加！  ??上一週留言送好禮活動中獎名單， 請見競賽門票抽獎活動專頁：https://goo.gl/YmpZYL  ★活動說明： 1. 加入「競賽門票抽獎活動」活動頁面 https://goo.gl/k43yin  2. 在此篇貼文留言 #購買世大運競賽門票 #一起來為世大運選手加油 即可參加!!  3. 活動期間：本篇留言截止至7 月 30 日 23:59 止  ★得獎公佈日期： 7 月 31 日中午 12 時前  ★贈獎人數：150 位幸運朋友  ★活動贈品(隨機出貨)：世大運雙層玻璃隨行杯、超萌熊讚絨毛玩偶或世大運2in1掛牌行李束帶  快來訂閱活動頁面、留言抽好禮！  更重要的是，購票進場為選手們加油打氣喔！  ★【競賽門票抽獎活動】 ?? 世大運競賽門票抽獎活動網站：http://luckydraw.2017.taipei  ?? 競賽門票預售優惠至 7 月 31 日，快來購票， 看比賽抽大獎：https://tickets.2017.taipei,抽獎,抽獎,C,C,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20245807_823473554494917_4162382892663220641_n.jpg?oh=fb0160cc4a34be7be95885b8050c05c1&oe=5A3370F1,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/20245807_823473554494917_4162382892663220641_n.jpg?oh=cec7db9bf1e5098f2a3ac7b0bd910269&oe=59FDD50E,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/823473554494917/?type=3,facebook.com,2017-07-24T04:13:07+0000,1500869587,2017/7/24 06:13,2150,2499,2173,696,5368,2479,2289,190,268,0,2132,17,2,4,0,0,0,2017/7/24,2017,7,24,1,0,0,0,0
video,post_page_157215971120682,157215971120682_719807028194904,https://www.facebook.com/157215971120682/posts/719807028194904,快來看 熊讚Bravo 和大家簡單介紹桌球規則  想要看台灣桌球好手們的精彩表現嗎 ?? https://goo.gl/nmtrRG 購票進場為台灣好手們加油 ?? https://goo.gl/P85Qja,桌球,運動,H,Table Tennis,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/16231924_719808178194789_6864579524059725824_n.jpg?oh=6843c474dacd3e9e742454e0e974e3fe&oe=59F468FD,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/16231924_719808178194789_6864579524059725824_n.jpg?oh=07696c0069b8017e97c31ac580008b05&oe=59F1B747,https://www.facebook.com/taipei2017/videos/719807028194904/,facebook.com,2017-07-24T03:12:45+0000,1500865965,2017/7/24 05:12,517,4,535,63,602,4,2,2,1,0,517,8,3,7,0,0,0,2017/7/24,2017,7,24,1,0,0,0,0
photo,post_page_157215971120682,157215971120682_824158404426432,https://www.facebook.com/157215971120682/posts/824158404426432,??快來和我們一起追聖火  21 縣市傳遞第 8 站－臺東  明日 (7/25) 聖火即將要到 LOVE 的 V 第一個點－臺東 聖火已經跑了大半個臺灣，大家有沒有補捉到聖火的身影呢? V的路線是一個愛心，將會經過 9 個縣市喔!  每個地點都有自己的特色  各地的鄉親快快來追聖火喔??  ?? 更多國內聖火傳遞 https://goo.gl/xJw2Lg ? 快來High翻閉幕式買票去 https://goo.gl/AJpZAC  #追聖火 #臺東縣 #屏東縣 #高雄市 #嘉義縣 #雲林縣  #台南市 #嘉義市 #南投縣 #彰化縣 #2017臺北世大運 #Torchrelay #SUTaipei2017,開幕,開幕,I,I,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20246180_824158404426432_1756293341841241486_n.jpg?oh=483ea854a45a58fe13ae1e9a0438f76a&oe=59FE8CDD,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/20246180_824158404426432_1756293341841241486_n.jpg?oh=8bff46e32e18008f41d45aff76a2b3ca&oe=5A2A5622,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/824158404426432/?type=3,facebook.com,2017-07-23T16:00:00+0000,1500825600,2017/7/23 18:00,224,1,236,22,259,1,1,0,0,0,224,7,3,0,1,0,0,2017/7/23,2017,7,23,1,0,0,0,0
video,post_page_157215971120682,157215971120682_810086015833671,https://www.facebook.com/157215971120682/posts/810086015833671,??捍衛主場 非你不可??  ??我挺世大運我驕傲 用行動力挺世大運，一起幫中華隊加油!!??  #2017世大運 #中華隊加油 #全民挺世大運  ?? 快來安排觀賽日程：https://goo.gl/BeWhh7 ?? 購票進場熱血應援！http://tickets.2017.taipei,其他,售票,K,K,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19691977_810086585833614_4385385720609505280_n.jpg?oh=ffe22dffb4471f61c0fb7299ea1d847b&oe=59F3018C,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19691977_810086585833614_4385385720609505280_n.jpg?oh=6ae5c9fb0447bdb6257acf11b92c1b84&oe=5A33EF36,https://www.facebook.com/taipei2017/videos/810086015833671/,facebook.com,2017-07-23T05:14:00+0000,1500786840,2017/7/23 07:14,551,5,566,23,594,2,2,0,2,0,550,14,1,0,0,0,0,2017/7/23,2017,7,23,8,0,0,0,0
photo,post_page_157215971120682,157215971120682_820026554839617,https://www.facebook.com/157215971120682/posts/820026554839617,??育學雲端 - 2017臺北市大運官方供應商  育學雲端為線上真人口譯服務的領導廠商。 本次大會透過育學雲端提供的 BEasy 行動App?? 為賽會期間來臺選手、貴賓營造最佳的外語溝通環境 體驗暢談無國界新感受！  ?? 快來安排觀賽日程：https://goo.gl/BeWhh7 ?? 和供應商一起支持選手，購票進場加油 http://tickets.2017.taipei,廣告贊助,廣告贊助,G,G,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20046826_820026554839617_977113184207180868_n.png?oh=78589752db9a286a19f55d96e279e0e9&oe=59EBE974,https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/20157846_820026554839617_977113184207180868_o.png?oh=d9a1cc5330d5cb3e6bdae43804893358&oe=59EB06A3,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/820026554839617/?type=3,facebook.com,2017-07-23T02:00:00+0000,1500775200,2017/7/23 04:00,132,1,133,0,134,1,1,0,0,0,130,1,0,0,0,0,0,2017/7/23,2017,7,23,2,0,0,0,0
video,post_page_157215971120682,157215971120682_813620298813576,https://www.facebook.com/157215971120682/posts/813620298813576,?你瞭解足球嗎 廣大的場地中， 考驗的不只是選手們的足上功夫， 同時也是對選手體力的一大考驗！  ??一起來看足球比賽 https://goo.gl/rGV8dB ?? 購票進場為選手們加油 https://goo.gl/QDHjUe,足球,運動,H,Football,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19937538_813620832146856_351460605510549504_n.jpg?oh=160ff17fb3bc31c417a49dd03393c2d1&oe=5A321B91,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19937538_813620832146856_351460605510549504_n.jpg?oh=71aeb773798338bf508c4a7e03a2760e&oe=5A3692D4,https://www.facebook.com/taipei2017/videos/813620298813576/,facebook.com,2017-07-22T16:00:00+0000,1500739200,2017/7/22 18:00,864,19,899,278,1196,19,10,9,3,0,864,20,2,13,0,0,0,2017/7/22,2017,7,22,1255,3,10,13,1
video,post_page_157215971120682,157215971120682_719803621528578,https://www.facebook.com/157215971120682/posts/719803621528578,想知道一桿進洞以多厲害嗎?! 看看 熊讚Bravo 打一輪就知道！  ? 高爾夫球賽程 https://goo.gl/TRnbN1 ?? 購票進場為選手們加油!!! https://goo.gl/dEtFe2,高爾夫,運動,H,Golf,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/16327235_719804708195136_8318466343628177408_n.jpg?oh=958665c012d5f5377515193e62d6079a&oe=59EFD52C,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/16327235_719804708195136_8318466343628177408_n.jpg?oh=c763df4d325423d6c860676130c980e7&oe=59ED2496,https://www.facebook.com/taipei2017/videos/719803621528578/,facebook.com,2017-07-22T11:31:07+0000,1500723067,2017/7/22 13:31,298,0,314,19,333,0,0,0,0,0,298,12,1,3,0,0,0,2017/7/22,2017,7,22,4,0,0,0,0
photo,post_page_157215971120682,157215971120682_788354874673452,https://www.facebook.com/157215971120682/posts/788354874673452,??看世大運、玩臺灣??  Step1?：買世大運門票 Step2?：選購觀光導覽遊程，有一日遊、多日遊還可以上玉山看黑熊！ Step3?：看比賽為臺灣選手加油!  Jump in for Taipei城市觀光導覽：www.travels.2017.taipei  ?? 快來安排觀賽日程：https://goo.gl/BeWhh7 ?? 購票進場熱血應援！http://tickets.2017.taipei,其他,售票,K,K,https://scontent.xx.fbcdn.net/v/t1.0-0/q81/s130x130/18664273_788354874673452_96058125043391032_n.jpg?oh=59983d20cac202a2b9e236365852d517&oe=59F7570B,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/18664273_788354874673452_96058125043391032_n.jpg?oh=268fbef579052d2a4e9e2bbe9ea57111&oe=59FAA5C3,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/788354874673452/?type=3,facebook.com,2017-07-22T02:00:00+0000,1500688800,2017/7/22 04:00,417,1,419,21,441,1,1,0,0,0,416,2,0,0,0,0,0,2017/7/22,2017,7,22,4,0,0,0,0
photo,post_page_157215971120682,157215971120682_821821984660074,https://www.facebook.com/157215971120682/posts/821821984660074,??風靡國際的世大運彩繪列車，你還沒來搭乘互動嗎？??  即日起至 7 月 26 日止，只要完成下面活動說明 2 步驟， 就有機會獲得世大運精美獎品！快來留言參加！  活動說明： 1.在此篇貼文留言 #超狂世大運彩繪列車 #一起來為世大運加油 2. 貼上你在世大運彩繪列車與場景互動的照片  ?? 活動期間：本篇留言截止至 7 月 26 日 23:59 止 ?? 贈獎人數：30 位幸運朋友 ?? 活動贈品：熊讚娃娃 10 名及熊讚毛巾 20 名  ?? 松山新店線彩繪列車發車時間 https://goo.gl/GdSDYw ?? 快來安排觀賽日程：https://goo.gl/BeWhh7 ?? 購票進場熱血應援！http://tickets.2017.taipei  ※主辦單位保有修改、變更或暫停本活動之權利,抽獎,抽獎,C,C,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20258433_821821984660074_5140438300864049285_n.jpg?oh=ac2ded7af492a5bb78c6ab744f1f7b5a&oe=59FB35BA,https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/20258433_821821984660074_5140438300864049285_n.jpg?oh=24672ace7696a505135745dfa4a46c9e&oe=5A395E7B,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/821821984660074/?type=3,facebook.com,2017-07-21T08:29:29+0000,1500625769,2017/7/21 10:29,751,334,806,94,1234,299,199,100,336,0,746,27,5,22,1,0,0,2017/7/21,2017,7,21,3,0,0,0,0
photo,post_page_157215971120682,157215971120682_812000295642243,https://www.facebook.com/157215971120682/posts/812000295642243,??It s very convenient for visitors to enjoy most Universiade events by Taipei MRT.  Let s take the Red Line today.??  It starts its service from the bank of gleaming Tamsui River to the famous Shilin Night market  and then all the way to the Taipei 101 skyscraper. It allows you arrange a getaway along the line in addition to attending the events.  These are the Universiade events that can be reached with the Red Line:  1. Yuanshan (R14): Billiards?? 2. Zhishan (R17): Baseball ? and Diving 3. Tamsui (R28): Weightlifting??  MRT passes can be conveniently purchased at all entrances of each station.??  For the competition Schedule: https://goo.gl/rD7xup Tickets Information: https://tickets.2017.taipei/  For more information about Taipei MRT  please visit?? http://english.metro.taipei,英文,英文,E,E,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/19642270_811999578975648_7697268745934094656_n.jpg?oh=b7a0d2991d8b8a9f585f61c6d737c575&oe=59FBA7CE,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/19642270_811999578975648_7697268745934094656_n.jpg?oh=1638d6b8ec3c93e9b58340c9a53c2da5&oe=5A396131,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/811999578975648/?type=3,facebook.com,2017-07-21T03:44:00+0000,1500608640,2017/7/21 05:44,332,12,340,16,368,12,3,9,3,0,332,6,2,0,0,0,0,2017/7/21,2017,7,21,2,0,0,0,0
